biome,temperature_min,temperature_max,humidity_min,humidity_max,continentalness_min,continentalness_max,erosion_min,erosion_max,weirdness_min,weirdness_max,depth_min,depth_max,offset
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.03,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.03,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.03,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.03,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,0.5650000000000001,0.03,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.5650000000000001,1.0,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.03,0.3,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,0.845,0.1,1.0,0.3,1.0,-1.0,-0.78,0.4,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.155,1.0,-0.1,0.1,0.3,1.0,-1.0,-0.78,0.4,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.155,1.0,0.1,0.3,0.3,1.0,-1.0,-0.375,0.4,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,1.0,-1.0,1.0,0.3,1.0,-0.78,-0.375,0.4,0.56666666,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.1,0.1,0.3,0.62,-0.2225,0.05,0.4,0.93333334,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,0.5650000000000001,0.3,0.62,-0.2225,0.05,0.4,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.55,-1.0,1.0,-0.2,-0.11,-0.78,-0.375,0.56666666,1.0,-0.005,0.0,0.0
minecraft:frozen_peaks,-1.0,0.272,-0.35,0.3,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.73,0.55,-1.0,0.1,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,1.0,-1.0,-0.35,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,0.845,-0.35,0.1,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,1.0,0.1,0.3,-0.11,0.3,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,1.0,0.3,1.0,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.155,1.0,-0.35,-0.1,-0.11,1.0,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.155,1.0,-0.1,0.3,-0.11,0.3,-1.0,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.1,0.1,0.03,1.0,-0.375,-0.2225,0.56666666,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,0.5650000000000001,0.03,1.0,-0.375,-0.2225,0.56666666,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,0.1,0.3,0.03,0.62,-0.375,0.4,0.56666666,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.03,0.3,-0.2225,0.05,0.56666666,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.03,0.3,-0.2225,0.4,0.56666666,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.03,0.3,-0.2225,0.4,0.56666666,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,1.0,0.1,0.3,0.3,0.62,-0.78,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.155,1.0,-0.1,0.3,0.3,0.62,-0.78,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,0.845,0.1,1.0,0.62,1.0,-0.78,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.155,1.0,-0.1,0.1,0.62,1.0,-0.78,-0.375,0.56666666,0.7666667,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,-0.2,-0.11,0.5650000000000001,1.0,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.2,-0.11,0.5650000000000001,1.0,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.2,-0.11,0.5650000000000001,1.0,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.2,-0.11,0.5650000000000001,1.0,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,-0.11,0.03,-1.0,-0.375,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,-0.11,0.03,-1.0,-0.375,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,-0.11,0.03,-1.0,-0.78,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,-0.11,0.03,-1.0,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,1.0,-0.11,0.03,-1.0,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,-0.11,0.03,-1.0,-0.78,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,-0.11,0.03,-1.0,-0.78,0.7666667,1.0,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,-0.11,0.03,-1.0,-0.78,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,-0.11,0.03,-1.0,-0.78,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.03,0.3,-0.78,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.03,1.0,-0.78,-0.375,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,0.03,1.0,-0.78,-0.375,0.7666667,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.03,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.03,0.3,-0.78,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,1.0,0.03,1.0,-0.78,-0.375,0.7666667,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.03,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,0.03,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,0.03,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.03,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,1.0,0.1,0.3,0.3,1.0,-1.0,-0.78,0.7666667,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.155,1.0,-0.1,0.3,0.3,1.0,-1.0,-0.78,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.3,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.3,1.0,-0.78,-0.375,0.7666667,0.93333334,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.03,0.3,-1.0,-0.375,0.93333334,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.03,1.0,-1.0,-0.375,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,0.03,1.0,-1.0,-0.375,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.03,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.03,0.3,-1.0,-0.375,0.93333334,1.0,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,1.0,0.03,1.0,-1.0,-0.375,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.03,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,0.03,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,0.03,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.03,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.3,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.3,1.0,-1.0,-0.78,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.3,1.0,-0.78,-0.375,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.3,0.62,-0.2225,0.05,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.3,0.62,-0.2225,0.4,0.93333334,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.3,0.62,-0.2225,0.4,0.93333334,1.0,-0.005,0.0,0.0
the_winter_rescue:darkfang_caves,-1.0,0.35,-1.0,1.0,-1.2,1.0,-1.0,1.0,-1.0,0.5,1.0,1.2,0.25
minecraft:dripstone_caves,-1.0,1.0,-1.0,1.0,0.8,1.0,-1.0,1.0,-1.0,1.0,0.23,0.95,0.0
minecraft:lush_caves,0.2,0.55,0.7,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.5,0.22,0.935,0.05
the_winter_rescue:mycelium_caves,-0.45,1.0,-1.0,-0.7,0.15,0.725,-0.6,0.7,-1.0,1.0,0.225,0.9,0.065
the_winter_rescue:andesite_caves,0.2,1.0,-1.0,1.0,0.25,0.625,-1.0,0.25,0.0,1.0,0.15,0.6,0.225
the_winter_rescue:crust_chasms,0.55,1.0,0.0,0.2,0.3,0.725,-0.565,0.1,-1.0,1.0,0.225,0.9,0.24
minecraft:dripstone_caves,-0.15,1.0,-0.36,-0.34,0.05,0.725,-0.3,0.3,-1.0,0.2,0.225,0.9,0.215
the_winter_rescue:andesite_caves,0.0,0.35,-0.585,0.1,0.3,0.6,-0.375,1.0,-1.0,1.0,0.15,0.6,0.25
the_winter_rescue:crust_chasms,-1.0,-0.45,-1.0,1.0,-1.0,1.0,0.275,1.0,-1.0,1.0,1.3,2.0,0.015
the_winter_rescue:mycelium_caves,0.55,1.0,-1.0,1.0,-1.0,0.9,-1.0,0.0,-1.0,1.0,1.0,2.0,0.015
